¨é°Ó¶R½æªÑ²¼¦¨¥æ»ù¶q¸ê°T
ªÑ²¼¥N½X,="2387"
§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ,,§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ
3605,9814¤¸¤j¤j¯q,71.80,0,1000,,3606,9814¤¸¤j¤j¯q,72.10,5000,0 
3607,9814¤¸¤j¤j¯q,72.20,1000,0,,3608,9814¤¸¤j¤j¯q,72.60,5000,0 
3609,9814¤¸¤j¤j¯q,73.10,1000,0,,3610,9815¤¸¤j¤jÆW,70.00,0,6000 
3611,9815¤¸¤j¤jÆW,70.80,1000,0,,3612,9815¤¸¤j¤jÆW,71.90,2000,0 
3613,9815¤¸¤j¤jÆW,72.10,2000,0,,3614,9815¤¸¤j¤jÆW,72.20,3000,0 
3615,9815¤¸¤j¤jÆW,72.90,1000,1000,,3616,9815¤¸¤j¤jÆW,73.00,1000,0 
3617,9816¤¸¤j·s¦Ë,69.50,0,43000,,3618,9816¤¸¤j·s¦Ë,69.90,5000,0 
3619,9816¤¸¤j·s¦Ë,70.10,2000,0,,3620,9816¤¸¤j·s¦Ë,70.30,2000,0 
3621,9816¤¸¤j·s¦Ë,70.40,0,5000,,3622,9816¤¸¤j·s¦Ë,70.70,0,10000 
3623,9816¤¸¤j·s¦Ë,71.00,10000,7000,,3624,9816¤¸¤j·s¦Ë,71.10,0,3000 
3625,9816¤¸¤j·s¦Ë,71.60,0,7000,,3626,9816¤¸¤j·s¦Ë,71.70,5000,4000 
3627,9816¤¸¤j·s¦Ë,71.80,0,11000,,3628,9816¤¸¤j·s¦Ë,71.90,2000,0 
3629,9816¤¸¤j·s¦Ë,72.20,2000,0,,3630,9816¤¸¤j·s¦Ë,72.50,6000,0 
3631,9816¤¸¤j·s¦Ë,72.60,3000,0,,3632,9816¤¸¤j·s¦Ë,72.70,1000,0 
3633,9816¤¸¤j·s¦Ë,72.90,11000,0,,3634,9816¤¸¤j·s¦Ë,73.00,10000,0 
3635,9817¤¸¤jªF®õ,71.80,0,2000,,3636,9817¤¸¤jªF®õ,72.20,1000,0 
3637,9817¤¸¤jªF®õ,72.30,0,1000,,3638,9817¤¸¤jªF®õ,72.70,0,2000 
3639,981a¤¸¤jÂk¤¯,70.80,1000,0,,3640,981a¤¸¤jÂk¤¯,70.90,1000,0 
3641,981a¤¸¤jÂk¤¯,71.50,2000,1000,,3642,981a¤¸¤jÂk¤¯,71.60,1000,0 
3643,981a¤¸¤jÂk¤¯,71.70,2000,0,,3644,981a¤¸¤jÂk¤¯,71.80,1000,0 
3645,981a¤¸¤jÂk¤¯,72.20,1000,0,,3646,981a¤¸¤jÂk¤¯,72.30,0,1000 
3647,981a¤¸¤jÂk¤¯,72.50,0,1000,,3648,981a¤¸¤jÂk¤¯,72.80,1000,0 
3649,981A¤¸¤jÅaºq,71.50,1000,0,,3650,981A¤¸¤jÅaºq,72.70,0,1000 
3651,981B¤¸¤j¦Ë¥_,70.20,10000,0,,3652,981B¤¸¤j¦Ë¥_,70.30,20000,0 
3653,981B¤¸¤j¦Ë¥_,70.90,10000,0,,3654,981B¤¸¤j¦Ë¥_,71.10,10000,0 
3655,981B¤¸¤j¦Ë¥_,71.20,20000,0,,3656,981B¤¸¤j¦Ë¥_,71.30,10000,0 
3657,981B¤¸¤j¦Ë¥_,71.40,10000,22000,,3658,981B¤¸¤j¦Ë¥_,71.50,20000,19000 
3659,981B¤¸¤j¦Ë¥_,71.60,0,1000,,3660,981B¤¸¤j¦Ë¥_,71.70,0,19000 
3661,981B¤¸¤j¦Ë¥_,71.80,4000,1000,,3662,981B¤¸¤j¦Ë¥_,72.00,0,1000 
3663,981B¤¸¤j¦Ë¥_,72.10,0,20000,,3664,981B¤¸¤j¦Ë¥_,72.20,2000,0 
3665,981B¤¸¤j¦Ë¥_,72.40,2000,10000,,3666,981B¤¸¤j¦Ë¥_,72.80,4000,0 
3667,981C¤¸¤j¸ô¦Ë,70.70,0,1000,,3668,981C¤¸¤j¸ô¦Ë,71.70,1000,0 
3669,981C¤¸¤j¸ô¦Ë,71.80,1000,3000,,3670,981C¤¸¤j¸ô¦Ë,72.90,2000,0 
3671,981C¤¸¤j¸ô¦Ë,73.10,1000,0,,3672,981D¤¸¤j«n§ë,69.50,0,3000 
3673,981D¤¸¤j«n§ë,69.80,1000,0,,3674,981D¤¸¤j«n§ë,70.20,1000,0 
3675,981D¤¸¤j«n§ë,70.30,1000,0,,3676,981D¤¸¤j«n§ë,70.50,1000,0 
3677,981D¤¸¤j«n§ë,70.60,1000,0,,3678,981D¤¸¤j«n§ë,71.40,1000,0 
3679,981D¤¸¤j«n§ë,71.50,3000,0,,3680,981D¤¸¤j«n§ë,71.80,1000,0 
3681,981D¤¸¤j«n§ë,71.90,1000,0,,3682,981D¤¸¤j«n§ë,72.00,0,1000 
3683,981D¤¸¤j«n§ë,72.50,1000,0,,3684,981D¤¸¤j«n§ë,72.60,1000,0 
3685,981D¤¸¤j«n§ë,72.90,0,1000,,3686,981D¤¸¤j«n§ë,73.00,0,1000 
3687,981e¤¸¤j¨Î¨½,70.00,0,1000,,3688,981e¤¸¤j¨Î¨½,71.40,0,1000 
3689,981e¤¸¤j¨Î¨½,71.50,1000,0,,3690,981e¤¸¤j¨Î¨½,71.60,1000,0 
3691,981e¤¸¤j¨Î¨½,72.10,1000,0,,3692,981e¤¸¤j¨Î¨½,72.70,5000,0 
3693,981e¤¸¤j¨Î¨½,72.90,1000,0,,3694,981F¤¸¤jºÖÀç,70.00,1000,0 
3695,981F¤¸¤jºÖÀç,70.20,2000,0,,3696,981F¤¸¤jºÖÀç,71.50,1000,0 
3697,981F¤¸¤jºÖÀç,72.20,0,1000,,3698,981F¤¸¤jºÖÀç,72.90,3000,0 
3699,981F¤¸¤jºÖÀç,73.00,0,1000,,3700,981g¤¸¤j¤j¨½,69.90,0,5000 
3701,981g¤¸¤j¤j¨½,70.50,1000,0,,3702,981g¤¸¤j¤j¨½,71.60,0,1000 
3703,981g¤¸¤j¤j¨½,72.00,10000,0,,3704,981g¤¸¤j¤j¨½,72.10,0,1000 
3705,981g¤¸¤j¤j¨½,72.20,1000,0,,3706,981G¤¸¤j¹ü¤Æ,70.00,1000,0 
3707,981G¤¸¤j¹ü¤Æ,72.90,1000,0,,3708,981h¤¸¤j«Ì¥Í,70.20,2000,0 
3709,981h¤¸¤j«Ì¥Í,71.60,0,4000,,3710,981h¤¸¤j«Ì¥Í,72.10,1000,2000 
3711,981i¤¸¤j¦èÁ³,71.50,2000,0,,3712,981i¤¸¤j¦èÁ³,71.60,0,1000 
3713,981i¤¸¤j¦èÁ³,71.80,2000,1000,,3714,981i¤¸¤j¦èÁ³,72.10,0,1000 
3715,981i¤¸¤j¦èÁ³,72.20,1000,0,,3716,981i¤¸¤j¦èÁ³,72.70,1000,0 
3717,981I¤¸¤j¤Ñ¥À,70.00,1000,0,,3718,981I¤¸¤j¤Ñ¥À,70.20,0,2000 
3719,981I¤¸¤j¤Ñ¥À,71.40,1000,0,,3720,981I¤¸¤j¤Ñ¥À,71.50,3000,0 
3721,981I¤¸¤j¤Ñ¥À,72.50,0,1000,,3722,981I¤¸¤j¤Ñ¥À,73.00,0,1000 
3723,981j¤¸¤j¤hªL,70.60,1000,0,,3724,981j¤¸¤j¤hªL,71.30,0,1000 
3725,981j¤¸¤j¤hªL,71.50,1000,0,,3726,981j¤¸¤j¤hªL,71.70,1000,0 
3727,981j¤¸¤j¤hªL,72.00,0,1000,,3728,981j¤¸¤j¤hªL,72.10,0,1000 
3729,981j¤¸¤j¤hªL,72.20,3000,0,,3730,981j¤¸¤j¤hªL,72.30,1000,0 
3731,981j¤¸¤j¤hªL,72.50,0,1000,,3732,981j¤¸¤j¤hªL,72.60,2000,0 
3733,981K¤¸¤jªL¶é,71.40,1000,0,,3734,981L¤¸¤j²÷¥ú,70.20,2000,0 
3735,981L¤¸¤j²÷¥ú,71.00,0,1000,,3736,981L¤¸¤j²÷¥ú,72.00,1000,2000 
3737,981L¤¸¤j²÷¥ú,72.20,1000,0,,3738,981L¤¸¤j²÷¥ú,72.30,1000,0 
3739,981L¤¸¤j²÷¥ú,72.50,0,1000,,3740,981L¤¸¤j²÷¥ú,72.60,0,1000 
3741,981L¤¸¤j²÷¥ú,72.70,6000,0,,3742,981L¤¸¤j²÷¥ú,72.80,1000,0 
3743,981m¤¸¤j«eª÷,69.70,0,2000,,3744,981m¤¸¤j«eª÷,69.80,0,4000 
3745,981m¤¸¤j«eª÷,69.90,0,1000,,3746,981m¤¸¤j«eª÷,70.00,1000,1000 
3747,981m¤¸¤j«eª÷,70.20,1000,2000,,3748,981m¤¸¤j«eª÷,72.00,1000,0 
3749,981m¤¸¤j«eª÷,72.20,1000,0,,3750,981m¤¸¤j«eª÷,72.40,1000,0 
3751,981m¤¸¤j«eª÷,72.50,0,6000,,3752,981m¤¸¤j«eª÷,73.00,1000,0 
3753,981M¤¸¤j­]®ß,69.50,0,3000,,3754,981M¤¸¤j­]®ß,70.00,0,1000 
3755,981M¤¸¤j­]®ß,70.10,0,1000,,3756,981M¤¸¤j­]®ß,70.20,1000,0 
3757,981M¤¸¤j­]®ß,71.30,0,1000,,3758,981M¤¸¤j­]®ß,72.00,0,1000 
3759,981M¤¸¤j­]®ß,72.20,3000,0,,3760,981M¤¸¤j­]®ß,72.70,1000,1000 
3761,981M¤¸¤j­]®ß,73.00,0,1000,,3762,981n¤¸¤jºX¤s,71.30,1000,0 
3763,981n¤¸¤jºX¤s,72.40,0,1000,,3764,981N¤¸¤jª÷ªù,69.90,1000,0 
3765,981N¤¸¤jª÷ªù,70.40,0,1000,,3766,981N¤¸¤jª÷ªù,72.10,1000,0 
3767,981N¤¸¤jª÷ªù,72.20,0,1000,,3768,981p¤¸¤jªQ¤s,69.50,11000,1000 
3769,981p¤¸¤jªQ¤s,71.50,1000,0,,3770,981p¤¸¤jªQ¤s,71.60,0,10000 
3771,981p¤¸¤jªQ¤s,71.80,0,1000,,3772,981p¤¸¤jªQ¤s,72.20,1000,0 
3773,981p¤¸¤jªQ¤s,72.70,1000,1000,,3774,981q¤¸¤j¸UµØ,71.60,0,1000 
3775,981q¤¸¤j¸UµØ,71.70,0,2000,,3776,981q¤¸¤j¸UµØ,72.50,0,3000 
3777,981q¤¸¤j¸UµØ,72.80,0,1000,,3778,981q¤¸¤j¸UµØ,73.00,2000,0 
3779,981Q¤¸¤j¤Ó¥­,70.60,1000,0,,3780,981Q¤¸¤j¤Ó¥­,71.50,20000,0 
3781,981Q¤¸¤j¤Ó¥­,71.90,0,1000,,3782,981Q¤¸¤j¤Ó¥­,72.00,1000,0 
3783,981Q¤¸¤j¤Ó¥­,72.10,0,10000,,3784,981Q¤¸¤j¤Ó¥­,72.20,0,20000 
3785,981Q¤¸¤j¤Ó¥­,72.40,5000,0,,3786,981r¤¸¤j«Ì«n,70.20,0,1000 
3787,981r¤¸¤j«Ì«n,70.50,0,1000,,3788,981r¤¸¤j«Ì«n,70.60,0,1000 
3789,981R¤¸¤j¦Ë¤s,71.80,1000,0,,3790,981R¤¸¤j¦Ë¤s,72.60,1000,0 
3791,981R¤¸¤j¦Ë¤s,73.00,0,1000,,3792,981S¤¸¤j±R¼w,69.50,0,2000 
3793,981S¤¸¤j±R¼w,69.80,1000,0,,3794,981S¤¸¤j±R¼w,71.00,0,10000 
3795,981S¤¸¤j±R¼w,71.20,0,5000,,3796,981S¤¸¤j±R¼w,71.70,0,2000 
3797,981S¤¸¤j±R¼w,71.80,1000,0,,3798,981S¤¸¤j±R¼w,72.00,1000,0 
3799,981S¤¸¤j±R¼w,72.20,2000,0,,3800,981S¤¸¤j±R¼w,72.30,1000,0 
3801,981S¤¸¤j±R¼w,72.40,1000,0,,3802,981S¤¸¤j±R¼w,72.50,1000,0 
3803,981S¤¸¤j±R¼w,72.80,1000,0,,3804,981U¤¸¤jµØ¤s,69.50,5000,0 
3805,981U¤¸¤jµØ¤s,72.90,0,5000,,3806,981V¤¸¤j¥Á¶¯,69.50,0,2000 
3807,981V¤¸¤j¥Á¶¯,69.90,0,3000,,3808,981V¤¸¤j¥Á¶¯,71.50,5000,0 
3809,981V¤¸¤j¥Á¶¯,71.60,1000,0,,3810,981V¤¸¤j¥Á¶¯,71.70,1000,0 
3811,981V¤¸¤j¥Á¶¯,72.20,1000,1000,,3812,981V¤¸¤j¥Á¶¯,72.30,1000,0 
3813,981X¤¸¤jªFªù,69.50,0,3000,,3814,981X¤¸¤jªFªù,71.70,3000,0 
3815,981X¤¸¤jªFªù,72.00,1000,0,,3816,981y¤¸¤jµ½¤Æ,69.90,0,1000 
3817,981y¤¸¤jµ½¤Æ,70.00,0,2000,,3818,981y¤¸¤jµ½¤Æ,70.40,1000,1000 
3819,981y¤¸¤jµ½¤Æ,70.50,1000,0,,3820,981y¤¸¤jµ½¤Æ,70.60,1000,0 
3821,981y¤¸¤jµ½¤Æ,71.50,1000,0,,3822,981y¤¸¤jµ½¤Æ,71.70,1000,0 
3823,981y¤¸¤jµ½¤Æ,72.10,0,2000,,3824,981y¤¸¤jµ½¤Æ,73.10,0,2000 
3825,981Z¤¸¤j¼é¦{,70.30,3000,0,,3826,981Z¤¸¤j¼é¦{,70.50,0,3000 
3827,981Z¤¸¤j¼é¦{,71.50,0,2000,,3828,981Z¤¸¤j¼é¦{,72.10,0,1000 
3829,981Z¤¸¤j¼é¦{,72.20,0,1000,,3830,981Z¤¸¤j¼é¦{,72.40,1000,0 
3831,981Z¤¸¤j¼é¦{,72.70,2000,0,,3832,9822¤¸¤j¾Ç©²,69.80,0,1000 
3833,9822¤¸¤j¾Ç©²,69.90,0,1000,,3834,9822¤¸¤j¾Ç©²,70.60,0,1000 
3835,9822¤¸¤j¾Ç©²,71.70,1000,0,,3836,9822¤¸¤j¾Ç©²,72.00,1000,0 
3837,9822¤¸¤j¾Ç©²,72.10,1000,1000,,3838,9822¤¸¤j¾Ç©²,72.20,1000,0 
3839,9822¤¸¤j¾Ç©²,72.80,1000,0,,3840,9822¤¸¤j¾Ç©²,72.90,1000,0 
3841,9822¤¸¤j¾Ç©²,73.00,0,1000,,3842,9825¤¸¤j·sÀç,69.50,500,0 
3843,9825¤¸¤j·sÀç,70.40,0,2000,,3844,9825¤¸¤j·sÀç,70.50,0,2000 
3845,9825¤¸¤j·sÀç,71.00,1000,0,,3846,9825¤¸¤j·sÀç,71.50,2000,0 
3847,9825¤¸¤j·sÀç,72.00,0,1000,,3848,9825¤¸¤j·sÀç,72.70,2000,0 
3849,9829¤¸¤j¥Ã±d,69.90,1000,0,,3850,9829¤¸¤j¥Ã±d,70.00,0,1000 
3851,9829¤¸¤j¥Ã±d,70.30,0,1000,,3852,9829¤¸¤j¥Ã±d,70.40,1000,0 
3853,9829¤¸¤j¥Ã±d,71.50,0,1000,,3854,9829¤¸¤j¥Ã±d,71.70,2000,0 
3855,9829¤¸¤j¥Ã±d,71.90,1000,0,,3856,9829¤¸¤j¥Ã±d,72.20,2000,0 
3857,9829¤¸¤j¥Ã±d,72.40,0,6000,,3858,9829¤¸¤j¥Ã±d,72.50,0,2000 
3859,9829¤¸¤j¥Ã±d,72.80,1000,0,,3860,9829¤¸¤j¥Ã±d,72.90,1000,0 
3861,982A¤¸¤jÃ¹ªF,69.50,0,4000,,3862,982A¤¸¤jÃ¹ªF,70.10,0,1000 
3863,982A¤¸¤jÃ¹ªF,70.20,1000,0,,3864,982A¤¸¤jÃ¹ªF,71.30,2000,0 
3865,982A¤¸¤jÃ¹ªF,71.50,0,5000,,3866,982A¤¸¤jÃ¹ªF,72.00,2000,1000 
3867,982B¤¸¤j³Õ·R,70.00,1000,0,,3868,982B¤¸¤j³Õ·R,70.20,0,1000 
3869,982B¤¸¤j³Õ·R,71.00,0,1000,,3870,982B¤¸¤j³Õ·R,71.30,1000,0 
3871,982B¤¸¤j³Õ·R,71.60,1000,0,,3872,982B¤¸¤j³Õ·R,72.00,1000,1000 
3873,982B¤¸¤j³Õ·R,72.10,1000,0,,3874,982B¤¸¤j³Õ·R,72.60,0,1000 
3875,982B¤¸¤j³Õ·R,72.70,1000,0,,3876,982B¤¸¤j³Õ·R,73.00,0,1000 
3877,982C¤¸¤j¤»¦X,70.20,1000,0,,3878,982C¤¸¤j¤»¦X,71.90,1000,0 
3879,982C¤¸¤j¤»¦X,72.60,2000,0,,3880,982C¤¸¤j¤»¦X,72.90,0,1000 
3881,982F¤¸¤j©¾¹©,70.30,1000,0,,3882,982F¤¸¤j©¾¹©,70.40,4000,0 
3883,982F¤¸¤j©¾¹©,71.60,8000,0,,3884,982F¤¸¤j©¾¹©,71.70,2000,0 
3885,982F¤¸¤j©¾¹©,72.00,0,1000,,3886,9831¤¸¤j¥|ºû,69.50,1000,3000 
3887,9831¤¸¤j¥|ºû,69.80,0,1000,,3888,9831¤¸¤j¥|ºû,69.90,0,1000 
3889,9831¤¸¤j¥|ºû,71.10,1000,0,,3890,9831¤¸¤j¥|ºû,71.70,1000,0 
3891,9831¤¸¤j¥|ºû,72.10,1000,0,,3892,9831¤¸¤j¥|ºû,72.50,1000,0 
3893,9831¤¸¤j¥|ºû,72.60,0,1000,,3894,9831¤¸¤j¥|ºû,72.80,1000,0 
3895,9833¤¸¤j´°¤Æ,72.50,0,1000,,3896,9834¤¸¤j¤¤Ãc,69.50,1000,0 
3897,9834¤¸¤j¤¤Ãc,69.70,2000,0,,3898,9834¤¸¤j¤¤Ãc,69.80,2000,0 
3899,9834¤¸¤j¤¤Ãc,69.90,16000,0,,3900,9834¤¸¤j¤¤Ãc,70.10,1000,0 
3901,9834¤¸¤j¤¤Ãc,70.20,14000,0,,3902,9834¤¸¤j¤¤Ãc,70.30,29000,0 
3903,9834¤¸¤j¤¤Ãc,70.40,12000,1000,,3904,9834¤¸¤j¤¤Ãc,71.10,0,1000 
3905,9834¤¸¤j¤¤Ãc,71.20,1000,0,,3906,9834¤¸¤j¤¤Ãc,71.30,0,2000 
3907,9834¤¸¤j¤¤Ãc,71.40,0,1000,,3908,9834¤¸¤j¤¤Ãc,71.50,0,5000 
3909,9834¤¸¤j¤¤Ãc,71.60,1000,10000,,3910,9834¤¸¤j¤¤Ãc,71.70,0,10000 
3911,9834¤¸¤j¤¤Ãc,71.80,0,18000,,3912,9834¤¸¤j¤¤Ãc,71.90,0,5000 
3913,9834¤¸¤j¤¤Ãc,72.00,1000,1000,,3914,9834¤¸¤j¤¤Ãc,72.10,0,4000 
3915,9834¤¸¤j¤¤Ãc,72.20,0,12000,,3916,9834¤¸¤j¤¤Ãc,72.30,4000,5000 
3917,9834¤¸¤j¤¤Ãc,72.40,6000,5000,,3918,9834¤¸¤j¤¤Ãc,72.50,10000,1000 
3919,9834¤¸¤j¤¤Ãc,72.60,2000,2000,,3920,9834¤¸¤j¤¤Ãc,72.70,0,4000 
3921,9834¤¸¤j¤¤Ãc,72.80,0,4000,,3922,9834¤¸¤j¤¤Ãc,72.90,2000,9000 
3923,9834¤¸¤j¤¤Ãc,73.00,0,5000,,3924,9834¤¸¤j¤¤Ãc,73.10,4000,0 
3925,9835¤¸¤j¤¤¤s,69.50,0,10000,,3926,9835¤¸¤j¤¤¤s,70.70,1000,0 
3927,9835¤¸¤j¤¤¤s,71.60,1000,1000,,3928,9835¤¸¤j¤¤¤s,71.70,1000,0 
3929,9835¤¸¤j¤¤¤s,72.00,5000,0,,3930,9835¤¸¤j¤¤¤s,72.10,2000,1000 
3931,9835¤¸¤j¤¤¤s,72.20,5000,0,,3932,9837¤¸¤j¥_´ä,70.40,0,1000 
3933,9837¤¸¤j¥_´ä,71.60,0,1000,,3934,9837¤¸¤j¥_´ä,72.10,1000,0 
3935,9838¤¸¤jÂ×­ì,70.30,1000,0,,3936,983B¤¸¤jªL´Ë,71.00,3000,0 
3937,983B¤¸¤jªL´Ë,71.70,0,20000,,3938,983B¤¸¤jªL´Ë,72.00,0,1000 
3939,983f¤¸¤j¦ËªF,70.90,0,6000,,3940,983f¤¸¤j¦ËªF,71.00,1000,0 
3941,983f¤¸¤j¦ËªF,72.00,1000,0,,3942,983f¤¸¤j¦ËªF,72.30,0,1000 
3943,983f¤¸¤j¦ËªF,73.00,1000,0,,3944,983G¤¸¤j¤W·s,72.10,0,1000 
3945,983G¤¸¤j¤W·s,72.20,0,3000,,3946,983G¤¸¤j¤W·s,72.70,3000,0 
3947,983G¤¸¤j¤W·s,73.00,6000,0,,3948,983i¤¸¤j¤j¶®,69.90,1000,0 
3949,983i¤¸¤j¤j¶®,70.30,1000,1000,,3950,983i¤¸¤j¤j¶®,71.30,1000,0 
3951,983i¤¸¤j¤j¶®,71.40,3000,10000,,3952,983i¤¸¤j¤j¶®,71.50,1000,10000 
3953,983i¤¸¤j¤j¶®,71.60,0,2000,,3954,983i¤¸¤j¤j¶®,71.70,2000,3000 
3955,983i¤¸¤j¤j¶®,71.80,1000,2000,,3956,983i¤¸¤j¤j¶®,71.90,0,1000 
3957,983i¤¸¤j¤j¶®,72.00,10000,0,,3958,983i¤¸¤j¤j¶®,72.10,4000,4000 
3959,983i¤¸¤j¤j¶®,72.20,10000,2000,,3960,983i¤¸¤j¤j¶®,72.30,1000,0 
3961,983i¤¸¤j¤j¶®,72.40,0,1000,,3962,983i¤¸¤j¤j¶®,72.70,1000,0 
3963,983i¤¸¤j¤j¶®,72.90,1000,0,,3964,983i¤¸¤j¤j¶®,73.00,0,1000 
3965,983j¤¸¤j¤¯·R,69.50,3000,1000,,3966,983j¤¸¤j¤¯·R,70.40,0,10000 
3967,983j¤¸¤j¤¯·R,70.50,1000,0,,3968,983j¤¸¤j¤¯·R,72.00,10000,0 
3969,983j¤¸¤j¤¯·R,72.30,0,1000,,3970,983j¤¸¤j¤¯·R,72.50,5000,0 
3971,983K¤¸¤j¾Ç¥Ò,70.50,0,1000,,3972,983K¤¸¤j¾Ç¥Ò,71.70,3000,0 
3973,983K¤¸¤j¾Ç¥Ò,72.70,3000,0,,3974,983N¤¸¤j¤j¦w,71.50,0,1000 
3975,983U¤¸¤jÀY¥÷,70.10,8000,0,,3976,983U¤¸¤jÀY¥÷,70.20,0,1000 
3977,983U¤¸¤jÀY¥÷,71.50,2000,0,,3978,983U¤¸¤jÀY¥÷,71.60,1000,0 
3979,983U¤¸¤jÀY¥÷,71.80,1000,0,,3980,983U¤¸¤jÀY¥÷,71.90,1000,0 
3981,983U¤¸¤jÀY¥÷,72.10,0,3000,,3982,983U¤¸¤jÀY¥÷,72.30,0,3000 
3983,983U¤¸¤jÀY¥÷,72.50,0,2000,,3984,983U¤¸¤jÀY¥÷,72.80,1000,3000 
3985,983U¤¸¤jÀY¥÷,72.90,0,1000,,3986,983V¤¸¤j¦Ë«n,69.90,0,3000 
3987,983V¤¸¤j¦Ë«n,70.00,8000,0,,3988,983V¤¸¤j¦Ë«n,70.10,5000,0 
3989,983V¤¸¤j¦Ë«n,70.20,1000,0,,3990,983V¤¸¤j¦Ë«n,70.30,6000,0 
3991,983V¤¸¤j¦Ë«n,71.80,10000,0,,3992,983V¤¸¤j¦Ë«n,72.00,3000,0 
3993,983W¤¸¤j¼wªÚ,70.40,0,4000,,3994,983W¤¸¤j¼wªÚ,71.00,0,2000 
3995,983W¤¸¤j¼wªÚ,71.70,0,1000,,3996,983W¤¸¤j¼wªÚ,72.10,6000,0 
3997,983W¤¸¤j¼wªÚ,72.80,1000,0,,3998,983Z¤¸¤j»ñ¤s,69.50,0,30000 
3999,983Z¤¸¤j»ñ¤s,69.80,1000,0,,4000,983Z¤¸¤j»ñ¤s,70.20,1000,0 
4001,983Z¤¸¤j»ñ¤s,70.30,1000,0,,4002,983Z¤¸¤j»ñ¤s,70.70,1000,0 
4003,983Z¤¸¤j»ñ¤s,71.00,0,2000,,4004,983Z¤¸¤j»ñ¤s,71.10,0,1000 
4005,983Z¤¸¤j»ñ¤s,71.40,10000,0,,4006,983Z¤¸¤j»ñ¤s,72.10,21000,0 
4007,983Z¤¸¤j»ñ¤s,72.60,2000,0,,4008,984C¤¸¤j·s¤¤,71.30,1000,0 
4009,984C¤¸¤j·s¤¤,71.50,1000,0,,4010,984C¤¸¤j·s¤¤,71.60,1000,0 
4011,984C¤¸¤j·s¤¤,71.70,0,1000,,4012,984C¤¸¤j·s¤¤,71.90,0,1000 
4013,984C¤¸¤j·s¤¤,72.10,0,2000,,4014,984C¤¸¤j·s¤¤,72.20,1000,0 
4015,984C¤¸¤j·s¤¤,72.50,3000,0,,4016,984C¤¸¤j·s¤¤,72.90,0,1000 
4017,984C¤¸¤j·s¤¤,73.00,0,1000,,4018,984E¤¸¤j«n¶Õ,69.90,5000,0 
4019,984E¤¸¤j«n¶Õ,71.80,5000,0,,4020,984E¤¸¤j«n¶Õ,72.70,5000,0 
4021,984E¤¸¤j«n¶Õ,72.80,13000,0,,4022,984E¤¸¤j«n¶Õ,72.90,10000,0 
4023,984E¤¸¤j«n¶Õ,73.00,2000,0,,4024,984H¤¸¤j´º¬ü,71.00,0,1000 
4025,984H¤¸¤j´º¬ü,71.70,1000,0,,4026,984H¤¸¤j´º¬ü,72.00,0,1000 
4027,984H¤¸¤j´º¬ü,72.10,0,1000,,4028,984H¤¸¤j´º¬ü,72.80,1000,0 
4029,984H¤¸¤j´º¬ü,73.00,2000,0,,4030,984H¤¸¤j´º¬ü,73.10,0,1000 
4031,984K¤¸¤jÀ]«e,71.60,1000,0,,4032,984K¤¸¤jÀ]«e,71.70,2000,0 
4033,9852¤¸¤j¤jªQ,70.00,2000,3000,,4034,9852¤¸¤j¤jªQ,70.40,1000,0 
4035,9852¤¸¤j¤jªQ,70.50,2000,0,,4036,9852¤¸¤j¤jªQ,70.70,0,1000 
4037,9852¤¸¤j¤jªQ,71.20,0,1000,,4038,9852¤¸¤j¤jªQ,71.40,2000,0 
4039,9852¤¸¤j¤jªQ,71.50,0,2000,,4040,9852¤¸¤j¤jªQ,71.60,0,2000 
4041,9852¤¸¤j¤jªQ,71.70,1000,0,,4042,9852¤¸¤j¤jªQ,71.90,0,2000 
4043,9852¤¸¤j¤jªQ,72.00,5000,0,,4044,9852¤¸¤j¤jªQ,72.10,0,2000 
4045,9852¤¸¤j¤jªQ,72.20,1000,0,,4046,9853¤¸¤j«n¤Ù,69.50,1000,0 
4047,9853¤¸¤j«n¤Ù,69.80,0,1000,,4048,9853¤¸¤j«n¤Ù,70.00,1000,0 
4049,9853¤¸¤j«n¤Ù,70.20,10000,11000,,4050,9853¤¸¤j«n¤Ù,70.40,0,4000 
4051,9853¤¸¤j«n¤Ù,70.50,1000,0,,4052,9853¤¸¤j«n¤Ù,70.60,1000,0 
4053,9853¤¸¤j«n¤Ù,71.40,2000,0,,4054,9853¤¸¤j«n¤Ù,71.80,1000,0 
4055,9853¤¸¤j«n¤Ù,71.90,1000,0,,4056,9853¤¸¤j«n¤Ù,72.00,1000,1000 
4057,9853¤¸¤j«n¤Ù,72.10,6000,0,,4058,9853¤¸¤j«n¤Ù,72.40,1000,0 
4059,9853¤¸¤j«n¤Ù,72.60,1000,1000,,4060,9853¤¸¤j«n¤Ù,72.80,10000,0 
4061,9853¤¸¤j«n¤Ù,73.00,1000,0,,4062,9854¤¸¤j¿³¦w,69.50,1000,0 
4063,9854¤¸¤j¿³¦w,71.30,0,4000,,4064,9854¤¸¤j¿³¦w,71.50,4000,0 
4065,9854¤¸¤j¿³¦w,72.00,0,5000,,4066,9854¤¸¤j¿³¦w,72.10,0,1000 
4067,9856¤¸¤jªá½¬,71.00,3000,0,,4068,9856¤¸¤jªá½¬,72.00,4000,0 
